Date,Open,High,Low,Actual,Adj Close,Volume,Predicted,Price Diff,MACD,Signal,RSI
2021-04-28,134.31,135.02,133.08,133.58,130.96,107760100,134.5381288,-0.791987899999981,2.413699614302402,2.349591042173237,58.27552189764379
2021-04-29,136.47,137.07,132.45,133.48,130.86,151101000,133.4781144,-1.0600144,2.2809836187555845,2.3358695574897066,57.97652290679943
2021-04-30,131.78,133.56,131.07,131.46,128.88,109839500,133.0712606,-0.4068538000000217,1.9898701337117188,2.266669672734109,52.155253915064655
2021-05-03,132.04,134.07,131.83,132.54,129.94,75135100,133.954711,0.8834504000000152,1.825267031370089,2.1783891444613053,54.7701117759672
2021-05-04,131.19,131.49,126.7,127.85,125.34,137564700,127.8335562,-6.121154799999999,1.3013726687791518,2.0029858493248747,43.62093966824408
2021-05-05,129.2,130.45,127.97,128.1,125.59,84000900,129.5201281,1.68657189999999,0.8960266847688274,1.7815940164136652,44.27215273848464
2021-05-06,127.89,129.75,127.13,129.74,127.2,78128300,129.8689296,0.34880150000000754,0.6990630028830367,1.5650878137075397,48.47650514968125
2021-05-07,130.85,131.26,129.48,130.21,127.87,78973300,130.7673898,0.8984601999999882,0.5742730754467402,1.3669248660553799,49.6489015798042
2021-05-10,129.41,129.54,126.81,126.85,124.57,88071200,127.5936341,-3.1737556999999867,0.20192457873230296,1.1339248085907645,42.2477563485283
2021-05-11,123.5,126.27,122.77,125.91,123.65,126142800,126.2871655,-1.3064686000000023,-0.16708834124318628,0.8737221786239744,40.43187918052437
2021-05-12,123.4,124.64,122.25,122.77,120.57,112172300,124.2086226,-2.078542900000002,-0.7047812176770378,0.558021499363772,35.01743773745551
2021-05-13,124.58,126.15,124.26,124.97,122.73,105861300,126.291969,2.0833463999999964,-0.9425202950234848,0.25791314048632064,40.98091942655041
2021-05-14,126.25,127.89,125.85,127.45,125.16,81918000,127.9570773,1.6651083,-0.9202073750524846,0.022289037378559584,46.8970210631933
2021-05-17,126.82,126.93,125.17,126.27,124.0,74244600,126.3828232,-1.5742540999999903,-0.9863701029948402,-0.17944279069612037,44.605887630469134
2021-05-18,126.56,126.99,124.78,124.85,122.61,63342900,125.6682654,-0.7145578000000086,-1.1402426664483016,-0.37160276584655666,41.94989408696083
2021-05-19,123.16,124.92,122.86,124.69,122.45,92612000,125.4075206,-0.26074479999999767,-1.260567407997911,-0.5493956942768276,41.64897105620121
2021-05-20,125.23,127.72,125.1,127.31,125.03,76857100,127.8466968,2.4391762000000057,-1.131470639605169,-0.6658106833424959,48.2014837406274
2021-05-21,127.82,128.0,125.21,125.43,123.18,79295400,125.8943685,-1.952328300000005,-1.1674037055127968,-0.7661292877765561,44.3527232670785
2021-05-24,126.01,127.94,125.94,127.1,124.82,63092900,128.054183,2.159814499999996,-1.0490332733263301,-0.822710084886511,48.30166172883849
2021-05-25,127.82,128.32,126.32,126.9,124.62,72009500,127.4756032,-0.5785798,-0.9602925270454534,-0.8502265733182994,47.86359529641589
2021-05-26,126.96,127.39,126.42,126.85,124.57,56575900,127.759801,0.28419780000000117,-0.8838114007337055,-0.8569435388013807,47.74700866232982
2021-05-27,126.44,127.64,125.08,125.28,123.03,94625600,126.4756212,-1.2841797999999898,-0.9390605308229851,-0.8733669372057016,44.11347608079793
2021-05-28,125.57,125.8,124.55,124.61,122.37,71311100,125.7247465,-0.7508747000000113,-1.0250926352425154,-0.9037120768130644,42.62279529900874
2021-06-01,125.08,125.35,123.94,124.28,122.05,67637100,125.1920986,-0.5326479000000006,-1.1071395246282805,-0.9443975663761077,41.87227278152423
2021-06-02,124.28,125.24,124.05,125.06,122.82,59278900,125.9322337,0.7401351000000034,-1.0965820787096874,-0.9748344688428238,44.36588176393512
2021-06-03,124.68,124.85,123.13,123.54,121.32,76229200,124.260743,-1.6714906999999926,-1.1970674748850172,-1.0192810700512624,40.70158993359304
2021-06-04,124.07,126.16,123.85,125.89,123.63,75169300,126.3796942,2.118951199999998,-1.0746891673313996,-1.03036268950729,47.87021444578303
2021-06-07,126.17,126.32,124.83,125.9,123.64,71057600,126.1190918,-0.26060239999999624,-0.9657638361446033,-1.0174429188347527,47.899078345762845
2021-06-08,126.6,128.46,126.21,126.74,124.47,74403800,127.9584994,1.839407599999987,-0.8024090742615471,-0.9744361499201116,50.38422935335881
2021-06-09,127.21,127.75,126.52,127.13,124.85,56877900,127.8430534,-0.1154459999999915,-0.6341692001450525,-0.9063827599650999,51.53997174919254
2021-06-10,127.02,128.19,125.94,126.11,123.85,71186400,127.2781024,-0.5649510000000078,-0.5764978548954502,-0.84040577895117,48.366694904236795
2021-06-11,126.53,127.44,126.1,127.35,125.07,53522400,127.936506,0.6584035999999998,-0.4258265974503672,-0.7574899426510094,52.2182165179507
2021-06-14,127.82,130.54,127.07,130.48,128.14,96906500,130.1731163,2.2366103000000095,-0.05323998153241405,-0.6166399504272905,60.273642263230684
2021-06-15,129.94,130.6,129.39,129.64,127.31,62746300,130.6263851,0.45326879999998937,0.17227078571420407,-0.45885780319899155,57.4732951191527
2021-06-16,130.37,130.89,128.46,130.15,127.81,91815000,130.0198812,-0.606503900000007,0.38767357161154337,-0.28955152823688457,58.727086097699996
2021-06-17,129.8,132.55,129.65,131.79,129.43,96721700,132.4789508,2.4590696000000207,0.6828447164415081,-0.09507227930120604,62.5506315778008
2021-06-18,130.71,131.51,130.24,130.46,128.12,108953300,131.791375,-0.6875758000000189,0.8002255881294786,0.0839872941849309,57.868577634497086
2021-06-21,130.3,132.41,129.21,132.3,129.93,79663300,132.0755925,0.2842175000000111,1.0298519053991981,0.2731602164277844,62.09569334604679
2021-06-22,132.13,134.08,131.62,133.98,131.58,74783600,134.1887721,2.113179599999995,1.3320394541956944,0.4849360639813664,65.49931925865226
2021-06-23,133.77,134.32,133.23,133.7,131.3,60214200,134.6377489,0.44897679999999696,1.5312799616095276,0.6942048435069987,64.46040495184876
2021-06-24,134.45,134.64,132.93,133.41,131.02,68711000,134.0550106,-0.5827382999999884,1.6467956872288312,0.8847230122513653,63.339820939925374
2021-06-25,133.46,133.89,132.81,133.11,130.72,70783700,134.2361065,0.18109590000000253,1.694600934511982,1.0466985967034887,62.1364330100859
2021-06-28,133.41,135.25,133.35,134.78,132.36,62111300,135.7075647,1.4714582000000007,1.8459628697393953,1.20655145131067,66.00798927137885
2021-06-29,134.8,136.49,134.35,136.33,133.88,64556100,136.7228129,1.015248200000002,2.0671613902766808,1.3786734391038722,69.15993838452138
2021-06-30,136.17,137.41,135.87,136.96,134.5,63261400,137.7737645,1.0509515999999905,2.2671640899537238,1.5563715692738425,70.36284626442483
2021-07-01,136.6,137.33,135.76,137.27,134.81,52485800,137.6024528,-0.17131169999998974,2.4227540787040596,1.729648071159886,70.96301650649309
2021-07-02,137.9,140.0,137.75,139.96,137.45,78852600,140.3957754,2.793322599999982,2.731632228537478,1.9300449026354045,75.58358249778007
2021-07-06,140.07,143.15,140.07,142.02,139.47,108181800,142.9194417,2.523666300000002,3.1068315513010987,2.1654022323685433,78.41610358290738
2021-07-07,143.54,144.89,142.66,144.57,141.98,104911600,144.711914,1.7924723000000142,3.5688044503176286,2.4460826759583605,81.30697306333772
2021-07-08,141.58,144.06,140.67,143.24,140.67,105575500,143.5642632,-1.147650800000008,3.783982027036359,2.7136625461739605,75.6181694702398
2021-07-09,142.75,145.65,142.65,145.11,142.51,99890800,145.8129217,2.248658500000005,4.058619934413855,2.9826540238219392,77.95378733329449
2021-07-12,146.21,146.32,144.0,144.5,141.91,76299700,145.0585622,-0.7543594999999925,4.178879036382966,3.221899026334145,75.41590581337272
2021-07-13,144.03,147.46,143.63,145.64,143.03,100827100,146.7698767,1.711314499999986,4.316416748337332,3.4408025707347827,76.92767400212641
2021-07-14,148.1,149.57,147.68,149.15,146.47,127050800,149.8564178,3.086541100000005,4.654984280514242,3.683638912690675,80.83535212843665
2021-07-15,149.24,150.0,147.09,148.48,145.82,106820300,148.713064,-1.1433537999999999,4.813748195689698,3.9096607692904795,78.11567127860533
2021-07-16,148.46,149.76,145.88,146.39,143.76,93251400,147.3270664,-1.385997599999996,4.716554702500247,4.071039555932433,70.18324212189918
2021-07-19,143.75,144.07,141.67,142.45,139.89,121434600,143.4728909,-3.8541754999999966,4.27235404883325,4.111302454512597,58.187380244133664
2021-07-20,143.46,147.1,142.96,146.15,143.53,96350000,146.7974421,3.324551200000002,4.170802493409468,4.123202462291971,64.34978680141637
2021-07-21,145.53,146.13,144.63,145.4,142.79,74993500,146.3927468,-0.4046953000000144,3.9838797363861715,4.095337917110811,62.34401304454871
2021-07-22,145.94,148.2,145.81,146.8,144.17,77338200,148.1696779,1.776931100000013,3.90371085568259,4.057012504825167,64.5643875465067
2021-07-23,147.55,148.72,146.92,148.56,145.89,71447400,149.0096514,0.839973499999985,3.936812606063768,4.032972525072887,67.18405646743354
2021-07-26,148.27,149.83,147.7,148.99,146.32,72434100,149.8414943,0.831842899999998,3.9521850588573955,4.01681503182979,67.81018771721179
2021-07-27,149.12,149.21,145.55,146.77,144.14,104818600,146.7270028,-3.1144914999999855,3.7420958402899203,3.9618711935218163,61.30654699137263
2021-07-28,144.81,146.97,142.54,144.98,142.38,118931200,145.3628496,-1.364153200000004,3.3920590355400293,3.847908761925459,56.59338861131221
2021-07-29,144.69,146.55,144.58,145.64,143.03,56699500,147.0666663,1.7038167000000044,3.131807304917885,3.7046884705239442,57.8792003136985
2021-07-30,144.38,146.33,144.11,145.86,143.24,70440600,146.8446923,-0.2219740000000172,2.909766122180656,3.545704000855287,58.32238806203293
2021-08-02,146.36,146.95,145.25,145.52,142.91,62880000,146.6666029,-0.17808940000000462,2.675519997561139,3.371667200196458,57.31863269659893
2021-08-03,145.81,148.04,145.18,147.36,144.72,64786600,147.8693079,1.2027050000000088,2.6082842019468444,3.2189906005465354,61.2094603374405
2021-08-04,147.27,147.79,146.28,146.95,144.31,56368300,147.7882375,-0.08107039999998733,2.4931759951043375,3.073827679458096,59.89914740720865
2021-08-05,146.98,147.84,146.17,147.06,144.42,46397700,147.9284243,0.14018679999998085,2.383354169286349,2.935732977423747,60.14565238434627
2021-08-06,146.35,147.11,145.63,146.14,143.73,54126800,147.3692123,-0.5592120000000023,2.1967603835966543,2.7879384586583287,56.99026566603766
2021-08-09,146.2,146.7,145.52,146.09,143.68,48908700,147.2092733,-0.15993899999998007,2.021545760807328,2.634659919088129,56.81581026550204
2021-08-10,146.44,147.71,145.3,145.6,143.2,69023100,147.0012099,-0.20806340000001455,1.822143469324999,2.472156629135503,55.03771553441202
2021-08-11,146.05,146.72,145.53,145.86,143.46,48493500,147.1570495,0.1558396000000073,1.6658921757781684,2.3109037384640363,55.82766265774335
2021-08-12,146.19,149.05,145.84,148.89,146.44,72282600,149.1433292,1.9862797000000114,1.766197946637135,2.201962580098656,63.80792396918954
2021-08-13,148.97,149.44,148.27,149.1,146.64,59375000,149.8387831,0.6954538999999897,1.8414096138726848,2.129851986853462,64.28945530737298
2021-08-16,148.54,151.19,146.47,151.12,148.63,103296000,150.0223509,0.18356779999999162,2.0404910099817357,2.1119797914791167,68.61508007980001
2021-08-17,150.23,151.68,149.09,150.19,147.72,92229700,151.1239019,1.1015510000000006,2.099024969782505,2.1093888271397945,64.72768478309317
2021-08-18,149.8,150.72,146.15,146.36,143.95,86326000,147.2900568,-3.8338450999999907,1.8154373317941292,2.0505985280706613,51.72961449644694
2021-08-19,145.03,148.0,144.5,146.7,144.28,86960300,147.8592783,0.5692214999999976,1.5996870475377705,1.9604162319640834,52.63884894806032
2021-08-20,147.44,148.5,146.78,148.19,145.75,60549600,149.0337498,1.1744715000000099,1.5312822715814889,1.8745894398875647,56.50538972292609
2021-08-23,148.31,150.19,147.89,149.71,147.24,60131800,150.4419797,1.4082298999999807,1.5814918371817726,1.8159699193464065,60.085323267673985
2021-08-24,149.45,150.86,149.15,149.62,147.16,48606400,150.975908,0.5339283000000137,1.5956276297497425,1.7719014614270738,59.77162063946124
2021-08-25,149.81,150.32,147.8,148.36,145.92,58991300,149.137727,-1.8381809999999916,1.488006069741715,1.7151223830900022,55.409974535655124
2021-08-26,148.35,149.12,147.51,147.54,145.11,48597200,149.0652599,-0.07246710000001144,1.321316744154359,1.6363612553028737,52.714037970620396
2021-08-27,147.48,148.75,146.83,148.6,146.15,55802400,149.2875232,0.2222633000000087,1.2602203580770208,1.5611330758577033,55.71367080473606
2021-08-30,149.0,153.49,148.61,153.12,150.6,90956700,152.9734553,3.6859321000000023,1.5585611341352035,1.5606186875132035,65.70429917617761
2021-08-31,152.66,152.8,151.29,151.83,149.33,86453100,152.5618905,-0.41156480000000784,1.671636544048198,1.5828222588202026,61.44401411171636
2021-09-01,152.83,154.98,152.34,152.51,150.0,80313700,154.2235954,1.6617048999999895,1.7954234145606733,1.6253424899682969,62.812820423239295
2021-09-02,153.87,154.72,152.4,153.65,151.12,71115500,154.1650455,-0.05854990000000271,1.9628869351666083,1.6928513790079593,65.05279580830418
2021-09-03,153.76,154.63,153.09,154.3,151.76,57808700,155.0817299,0.9166844000000083,2.1235733181465832,1.7789957668356842,66.29926781653965
2021-09-07,154.97,157.26,154.39,156.69,154.11,82278300,157.1902112,2.108481299999994,2.4159222128671445,1.9063810560419763,70.46991975526927
2021-09-08,156.98,157.04,153.98,155.11,152.56,74420200,155.2197957,-1.9704155000000014,2.491398729097,2.0233845906529813,64.76380095160346
2021-09-09,155.49,156.11,153.95,154.07,151.53,57305700,155.3661236,0.14632790000001705,2.4391777805124377,2.1065432286248726,61.24826334983396
2021-09-10,155.0,155.48,148.7,148.97,146.52,140893200,149.3889823,-5.9771412999999995,1.9636294272850705,2.0779604683569124,47.60218583871398
2021-09-13,150.63,151.42,148.75,149.55,147.09,102404300,150.7244233,1.335441000000003,1.6149390715965808,1.9853561890048461,48.993989303043726
2021-09-14,150.35,151.07,146.91,148.12,145.68,109296300,148.6053267,-2.119096600000006,1.2092706838452045,1.830139087972918,45.76621981177232
2021-09-15,148.56,149.44,146.37,149.03,146.58,83281300,148.8563723,0.25104559999999765,0.9502510560189705,1.6541614815821286,48.109052878933056
2021-09-16,148.44,148.97,147.22,148.79,146.34,68034100,149.2658395,0.4094671999999946,0.7173410791634467,1.4667974010983924,47.52593458416036
2021-09-17,148.82,148.82,145.76,146.06,143.65,129868800,146.8866052,-2.3792343000000074,0.308909147676502,1.2352197504140143,41.3816200731169
2021-09-20,143.8,144.84,141.27,142.94,140.59,123478900,143.5595434,-3.3270617999999956,-0.26349660089789495,0.9354764801516325,35.70095441735282
2021-09-21,143.93,144.6,142.78,143.43,141.07,75834000,144.6452136,1.0856702000000098,-0.6698715138733178,0.6144068813466425,37.15995149112869
2021-09-22,144.45,146.43,143.7,145.85,143.45,76404300,146.4179315,1.7727179000000035,-0.7875741207472231,0.33401068092786934,43.927116321649045
2021-09-23,146.65,147.08,145.64,146.83,144.41,64838200,147.2727508,0.8548193000000026,-0.7926394210530248,0.10868066053169054,46.44239873337212
2021-09-24,145.66,147.47,145.56,146.92,144.5,53477900,147.8696492,0.5968983999999864,-0.7803955461239411,-0.0691345807994358,46.678954552407085
2021-09-27,145.47,145.96,143.82,145.37,142.98,74150700,145.658109,-2.2115402000000017,-0.8855560937307985,-0.23241888338570835,43.14457951706487
2021-09-28,143.25,144.75,141.69,141.91,139.57,108972300,143.5747782,-2.083330799999999,-1.2338664248332236,-0.43270839167521147,36.500699491361814
2021-09-29,142.47,144.45,142.03,142.83,140.48,74602000,144.4019536,0.8271754000000158,-1.419307665157561,-0.6300282463716813,39.18246479600478
2021-09-30,143.66,144.38,141.28,141.5,139.17,89056700,142.5810625,-1.8208911000000114,-1.6545188059796772,-0.8349263582932805,36.76513195325074
2021-10-01,141.9,142.92,139.11,142.65,140.3,94639600,141.7099276,-0.8711349000000155,-1.7282082319117649,-1.0135827330169775,40.20049898381955
2021-10-04,141.76,142.21,138.27,139.14,136.85,98322000,139.5252597,-2.184667899999994,-2.0462474319222395,-1.22011567279803,34.10953198186182
2021-10-05,139.49,142.24,139.36,141.11,138.79,80861100,142.3043333,2.779073600000004,-2.1149533871222275,-1.3990832156628694,39.63750341254958
2021-10-06,139.47,142.15,138.37,142.0,139.66,83221100,141.7957402,-0.5085930999999846,-2.0736836553031424,-1.534003303590924,42.004753074764416
2021-10-07,143.06,144.22,142.72,143.29,140.93,61732700,144.431734,2.6359937999999943,-1.9148121143588241,-1.610165065744504,45.35016870776029
2021-10-08,144.03,144.18,142.56,142.9,140.55,58773200,143.6379341,-0.7937999000000104,-1.7996299997801373,-1.6480580525516308,44.51415122946039
2021-10-11,142.27,144.81,141.81,142.81,140.46,64452200,144.19019,0.5522559000000058,-1.6960584855115712,-1.657658139143619,44.31114377001761
2021-10-12,143.23,143.25,141.04,141.51,139.18,73035900,142.1639406,-2.0262494000000117,-1.6992881140987492,-1.665984134134645,41.37588293410006
2021-10-13,141.24,141.4,139.2,140.91,138.59,78762700,141.002439,-1.1615015999999798,-1.730316591036285,-1.678850625514973,40.057004430894224
2021-10-14,142.11,143.88,141.51,143.76,141.39,69907100,144.1161606,3.113721599999991,-1.5075575163743906,-1.6445920036868567,48.460766758894614
2021-10-15,143.77,144.9,143.51,144.84,142.45,67940300,145.5601267,1.4439661000000115,-1.2296971870367486,-1.5616130403568351,51.24993126655295
2021-10-18,143.45,146.84,143.16,146.55,144.14,85589200,146.7243936,1.1642669000000012,-0.8615764482447332,-1.4216057219344147,55.36839911557497
2021-10-19,147.01,149.17,146.55,148.76,146.31,76378900,149.1241962,2.399802599999987,-0.38704793268695425,-1.2146941640849227,60.06414204522636
2021-10-20,148.7,149.75,148.12,149.26,146.8,58418800,149.9751699,0.8509736999999973,0.02903051035903559,-0.9659492291961311,61.062289434296204
2021-10-21,148.81,149.64,147.87,149.48,147.02,61421000,149.8827416,-0.09242829999999458,0.372236920034851,-0.6983119993499348,61.51803894568726
2021-10-22,149.69,150.18,148.64,148.69,146.24,58883400,149.9951338,0.11239219999998795,0.5738688715468356,-0.4438758251705807,58.85411555848894
2021-10-25,148.68,149.37,147.62,148.64,146.19,50720600,149.4973071,-0.4978266999999903,0.7213142025428851,-0.21083781962788753,58.68091721347505
2021-10-26,149.33,150.84,149.01,149.32,146.86,60893400,150.9531403,1.4558332000000007,0.8828589581376036,0.007901535925210701,60.388236210052874
2021-10-27,149.36,149.73,148.49,148.85,146.4,56094900,150.0254699,-0.9276704000000109,0.9618714138526911,0.1986955115107068,58.5863229948655
2021-10-28,149.82,153.17,149.72,152.57,150.06,100077900,153.2060611,3.180591200000009,1.3095663986567558,0.42086968893991666,66.98363897404423
2021-10-29,147.22,149.94,146.41,149.8,147.33,124953200,150.0950017,-3.111059399999988,1.3460845047151508,0.6059126520949636,57.61542158457222
2021-11-01,148.99,149.7,147.8,148.96,146.51,74588300,149.8274243,-0.2675774000000217,1.2923470151060314,0.7431995246971772,55.09881858555241
2021-11-02,148.66,151.57,148.65,150.02,147.55,69122000,151.5931351,1.7657108000000221,1.3200757965791752,0.8585747790735767,57.614767387664585
2021-11-03,150.39,151.97,149.82,151.49,148.99,54511500,152.2723655,0.6792303999999945,1.4440219838122061,0.9756642200213026,60.88781457975087
2021-11-04,151.58,152.43,150.64,150.96,148.47,60394600,152.2050256,-0.06733990000000745,1.4823955267006284,1.077010481357168,59.115335677560026
2021-11-05,151.89,152.2,150.06,151.28,149.01,65463900,151.6887787,-0.5162468999999987,1.5210939374912584,1.165827172583986,59.874833147601755
2021-11-08,151.41,151.57,150.16,150.44,148.18,55020900,150.8715211,-0.8172576000000049,1.4670702543501477,1.2260757889372182,56.88741453609158
2021-11-09,150.2,151.43,150.06,150.81,148.54,56787900,151.5474933,0.6759722000000181,1.4375409270532487,1.2683688165604243,57.884205035986994
2021-11-10,150.02,150.13,147.85,147.92,145.7,65187100,148.4315243,-3.115969000000007,1.1674818708855526,1.24819142742545,48.459649233520985
2021-11-11,148.96,149.43,147.68,147.87,145.65,41000000,148.51218,0.08065569999999411,0.9386038995759804,1.1862739218555562,48.31308687378166
2021-11-12,148.43,150.4,147.48,149.99,147.74,63804000,150.0009359,1.488755900000001,0.9177040200647752,1.1325599414974001,54.584898573501114
2021-11-15,150.37,151.88,149.43,150.0,147.74,59222800,150.7068819,0.7059460000000115,0.8916690259170537,1.0843817583813309,54.612875107585744
2021-11-16,149.94,151.49,149.34,151.0,148.73,59256200,151.2161978,0.50931589999999,0.940881847870628,1.0556817762791904,57.43655265630261
2021-11-17,151.0,155.0,150.99,153.49,151.18,88807000,154.1728818,2.9566839999999956,1.1673490804796245,1.0780152371192773,63.52205966806637
2021-11-18,153.71,158.67,153.05,157.87,155.5,137827700,157.6638424,3.490960599999994,1.6808792589569919,1.1985880414868202,71.29629068179082
2021-11-19,157.65,161.02,156.53,160.55,158.14,117305600,160.0455778,2.3817353999999966,2.2778515724768056,1.4144407476848173,74.83089120919692
2021-11-22,161.68,165.7,161.0,161.02,158.6,117467900,162.7463891,2.700811299999998,2.7570993785395785,1.6829724738557696,75.40294024521046
2021-11-23,161.12,161.8,159.06,161.41,158.98,96041900,160.8596012,-1.8867879000000016,3.1322696040469964,1.972831899894015,75.89256996130489
2021-11-24,160.75,162.14,159.64,161.94,159.51,69463600,161.8723572,1.0127560000000244,3.4327902125893104,2.264823562433074,76.57500302622633
2021-11-26,159.57,160.45,156.36,156.81,154.45,76959800,157.4382306,-4.434126600000013,3.2198899462040913,2.4558368391872776,59.12776184019232
2021-11-29,159.37,161.19,158.79,160.24,157.83,88748200,160.8894252,3.451194600000008,3.2900120742931165,2.6226718862084453,64.88818582196993
2021-11-30,159.99,165.52,159.92,165.3,162.81,174048100,165.30221,4.412784799999997,3.711104772091744,2.840358463385105,71.31169077172346
2021-12-01,167.48,170.3,164.53,164.77,162.29,152052500,165.8042639,0.5020538999999928,3.956449708861669,3.063576712480418,69.86984564587654
2021-12-02,158.74,164.2,157.8,163.76,161.3,136739200,163.5159703,-2.288293600000003,4.023013978879561,3.2554641657602468,67.08615500687247
2021-12-03,164.02,164.96,159.72,161.84,159.41,118023100,161.4721364,-2.0438338999999814,3.876156766171306,3.3796026858424586,62.02701600380549
2021-12-06,164.29,167.88,164.28,165.32,162.83,107497000,166.7910709,5.318934499999983,3.9945318073124554,3.502588510136458,66.89940750530246
2021-12-07,169.08,171.58,168.34,171.18,168.61,120405400,171.0112807,4.220209799999992,4.509218442881036,3.703914496685374,73.14759081811077
2021-12-08,172.13,175.96,170.7,175.08,172.45,116998900,174.4200246,3.408743900000019,5.1721869642765625,3.997568990203612,76.34755885181445
2021-12-09,174.91,176.75,173.92,174.56,171.94,108923700,175.1774545,0.7574299000000053,5.5911829629280305,4.316291784748496,75.06312296090343
2021-12-10,175.21,179.63,174.69,179.45,176.75,115402700,179.0767648,3.8993102999999962,6.245824466567456,4.702198321112288,78.69327044272615
2021-12-13,181.12,182.13,175.53,175.74,173.1,153237000,175.9833815,-3.0933832999999993,6.391588328774219,5.0400763226446745,70.32834048004116
2021-12-14,175.25,177.74,172.21,174.33,171.71,139380400,174.7516153,-1.2317662000000098,6.320473539007139,5.296155765917168,67.39616611302084
2021-12-15,175.11,179.5,172.31,179.3,176.6,131063300,177.8791922,3.127576900000008,6.589195871366229,5.55476378700698,71.85111370573937
2021-12-16,179.28,181.14,170.75,172.26,169.67,150185800,172.1106509,-5.76854130000001,6.163047318412623,5.676420493288108,59.4578879794433
2021-12-17,169.93,173.47,169.69,171.14,168.57,195432700,172.8558091,0.7451581999999917,5.669591360190708,5.675054666668629,57.75124662127504
2021-12-20,168.28,170.58,167.46,169.75,167.2,107499100,170.4583468,-2.397462300000001,5.107486648077327,5.561541062950369,55.61758107208886
2021-12-21,171.56,173.2,169.12,172.99,170.39,91185900,172.2185679,1.7602211000000239,4.86734778077394,5.422702406515084,59.38438415903595
2021-12-22,173.04,175.86,172.15,175.64,173.0,92135300,175.4095405,3.1909725999999807,4.835132454188397,5.305188416049747,62.20946292230027
2021-12-23,175.85,176.85,175.27,176.28,173.63,68356600,176.5875796,1.1780391000000066,4.805845432456863,5.205319819331171,62.88097353157634
2021-12-27,177.09,180.42,177.07,180.33,177.62,74919600,180.3416803,3.7541007000000093,5.051209213921197,5.174497698249176,66.89041011208079
2021-12-28,180.16,181.33,178.53,179.29,176.59,79144300,179.6800855,-0.6615948000000174,5.102919194112133,5.160181997421768,64.95028025195055
2021-12-29,179.33,180.63,178.14,179.38,176.68,62348900,179.7358873,0.05580180000001178,5.092459273246192,5.146637452586653,65.04476745433075
2021-12-30,179.47,180.57,178.09,178.2,175.52,59773000,179.1007303,-0.6351569999999924,4.93209940050798,5.103729842170918,62.659698588117166
2021-12-31,178.09,179.23,177.26,177.57,174.9,64062300,178.5377418,-0.5629885000000172,4.699998652345471,5.022983604205829,61.36592270246594
2022-01-03,177.83,182.88,177.71,182.01,179.27,104487900,182.3691432,3.8314014000000043,4.818780132818205,4.982142909928305,66.60004365102495
2022-01-04,182.63,182.94,179.12,179.7,177.0,99310400,179.7848735,-2.584269699999993,4.672654168712029,4.92024516168505,61.90125051815456
2022-01-05,179.61,180.17,174.64,174.92,172.29,94537600,175.2697184,-4.515155100000015,4.12360785303099,4.760917699954238,53.491264460773415
2022-01-06,172.7,175.3,171.64,172.0,169.41,96904000,173.7544612,-1.5152571999999793,3.4135162056679746,4.491437401096985,49.10252947827808
2022-01-07,172.89,174.14,171.03,172.17,169.58,86709100,172.8807623,-0.8736989000000221,2.831837379891624,4.159517396855913,49.36300992518172
2022-01-10,169.08,172.5,168.17,172.19,169.6,106765600,172.3531038,-0.5276584999999727,2.3454298966777856,3.7966998968202876,49.39582180127523
2022-01-11,172.32,175.18,170.82,175.08,172.45,76138300,174.5014106,2.1483068000000003,2.168154177388544,3.470990752933939,54.031138951578875
2022-01-12,176.12,177.18,174.82,175.53,172.89,74805200,175.9281087,1.4266980999999817,2.0404520705107814,3.184883016449308,54.72654122606939
2022-01-13,175.78,176.62,171.79,172.19,169.6,84505800,172.5099395,-3.418169199999994,1.6507088007859352,2.8780481733166337,48.82296530384826
2022-01-14,171.34,173.78,171.09,173.07,170.47,80440800,173.7196227,1.2096832000000006,1.3967423210779941,2.581787002868906,50.34288120204125
2022-01-18,171.51,172.54,169.41,169.8,167.25,90956700,170.6343943,-3.0852284000000054,0.9209937421492498,2.249628350724975,44.99525634158231
2022-01-19,170.0,171.08,165.94,166.23,163.73,94815000,166.9599701,-3.6744242000000042,0.25297427156803565,1.850297534893587,39.99969094213751
2022-01-20,166.98,169.68,164.18,164.51,162.04,91420500,165.9123049,-1.047665199999983,-0.410493681412305,1.3981392916324087,37.82099899240216
2022-01-21,164.42,166.33,162.3,162.41,159.97,122848900,163.7892762,-2.1230287000000203,-1.0931481325346795,0.8998818067989911,35.29339973483947
2022-01-24,160.02,162.3,154.7,161.62,159.19,162294600,159.4664235,-4.3228526999999985,-1.678553777915056,0.38419468985618166,34.36302253266716
2022-01-25,158.98,162.76,157.02,159.78,157.38,115798400,160.4394287,0.9730052000000171,-2.2648567333792755,-0.1456155947909098,32.231815003474594
2022-01-26,163.5,164.39,157.82,159.69,157.29,108275300,159.0932109,-1.3462178000000051,-2.7055800548013167,-0.6576084867929912,32.12685785900467
2022-01-27,162.45,163.84,158.28,159.22,156.83,121954600,159.4158308,0.3226199000000065,-3.0575361607040747,-1.137594021575208,31.549089039651676
2022-01-28,165.71,170.35,162.8,170.33,167.77,179935700,168.2377921,8.821961299999998,-2.41217372332639,-1.3925099619254446,53.045431994631834
2022-01-31,170.16,175.0,169.51,174.78,172.15,115541600,173.9137214,5.675929299999979,-1.5240729678501168,-1.4188225631103792,58.647152149636575
2022-02-01,174.01,174.84,172.31,174.61,171.98,86213900,173.7750324,-0.1386889999999994,-0.8244604332991798,-1.2999501371481395,58.36070947757915
