Date,Open,High,Low,Actual,Adj Close,Volume,Predicted,Price Diff,MACD,Signal,RSI
2020-07-21,99.17,99.25,96.74,97.0,94.62,103433200,97.10660232,-1.1433300300000013,3.228875764980117,3.324091971034042,66.27625577910933
2020-07-22,96.69,97.97,96.6,97.27,94.89,89001600,97.29486924,0.18826692000000378,3.1175865473031763,3.282790886287869,66.88415949344758
2020-07-23,97.0,97.08,92.01,92.85,90.57,197004400,92.99430783,-4.30056141,2.6422734958776175,3.1546874082058194,50.754738055362196
2020-07-24,90.99,92.97,89.14,92.61,90.34,185438800,92.53601238,-0.4582954499999943,2.2206205525000087,2.9678740370646572,50.04896628492944
2020-07-27,93.71,94.9,93.48,94.81,92.49,121214000,94.76221312,2.226200739999996,2.040458040708444,2.7823908377934146,56.07822229209468
2020-07-28,94.37,94.55,93.25,93.25,90.97,103625600,93.31259894,-1.4496141799999975,1.7516075481001252,2.576234179854757,51.34552782551179
2020-07-29,93.75,95.23,93.71,95.04,92.71,90329200,94.88039464,1.567795700000005,1.6481308653089997,2.3906135169456055,55.94034694322543
2020-07-30,94.19,96.3,93.77,96.19,93.83,158130000,95.96432112,1.0839264799999881,1.6400151638024596,2.2404938463169763,58.64261377294048
2020-07-31,102.89,106.42,100.82,106.26,103.66,374336800,105.6356987,9.671377580000012,2.418271920014689,2.276049461056519,73.79735674197522
2020-08-03,108.2,111.64,107.89,108.94,106.27,308151200,108.5779619,2.9422631999999993,3.214247761263408,2.463689121097897,76.2876998262162
2020-08-04,109.13,110.79,108.39,109.67,106.98,173071600,109.5582168,0.9802548999999914,3.859479571230196,2.742847211124357,76.93085868647869
2020-08-05,109.38,110.39,108.9,110.06,107.36,121776800,110.1625183,0.6043015000000054,4.352131507002127,3.064704070299911,77.28532705886974
2020-08-06,110.4,114.41,109.8,113.9,111.11,202428800,113.7251934,3.5626750999999928,4.994840214435953,3.4507312991271197,80.46769795472716
2020-08-07,113.21,113.68,110.29,111.11,108.58,198045600,111.4066578,-2.31853559999999,5.218901563970306,3.804365352095757,72.5180468799101
2020-08-10,112.6,113.78,110.0,112.73,110.16,212403600,112.8394149,1.4327570999999892,5.4642043128764755,4.136333144251902,74.11700300348312
2020-08-11,111.97,112.48,109.11,109.38,106.89,187902400,109.676772,-3.1626428999999945,5.326886474408354,4.374443810283193,65.61525463825805
2020-08-12,110.5,113.28,110.3,113.01,110.44,165598000,112.9355178,3.2587458,5.448168663934382,4.589188781013431,69.67449641511045
2020-08-13,114.43,116.04,113.93,115.01,112.39,210082000,114.9606821,2.0251643,5.640647089757522,4.799480442762249,71.65964255923171
2020-08-14,114.83,115.0,113.04,114.91,112.29,165565200,114.9250278,-0.03565430000000447,5.7191911887385345,4.983422591957506,71.40794114120425
2020-08-17,116.06,116.09,113.96,114.61,112.0,119561600,114.6799413,-0.24508649999999932,5.691620996330613,5.125062272832128,70.60670066407677
2020-08-18,114.35,116.0,114.01,115.56,112.93,105633600,115.5414111,0.861469800000009,5.680942116280747,5.236238241521852,71.68998749710521
2020-08-19,115.98,117.16,115.61,115.71,113.07,145538000,115.8076404,0.266229299999992,5.619801203235625,5.3129508338646065,71.86629645198693
2020-08-20,115.75,118.39,115.73,118.28,115.58,126907200,118.0998078,2.2921673999999967,5.7128697049440404,5.392934608080494,74.76596021345941
2020-08-21,119.26,124.87,119.25,124.37,121.54,338054800,123.7913607,5.691552900000005,6.206494659787467,5.555646618421889,80.02087857288599
2020-08-24,128.7,128.79,123.94,125.86,122.99,345937600,125.7869328,1.995572100000004,6.641368973014792,5.77279108934047,81.06010553023943
2020-08-25,124.7,125.18,123.05,124.82,121.98,211495600,124.8716708,-0.9152619999999985,6.8234343868195,5.9829197488362755,78.00999199902978
2020-08-26,126.18,126.99,125.08,126.52,123.64,163022400,126.5998987,1.7282278999999932,7.023930829124396,6.191121964893901,79.37608485074092
2020-08-27,127.14,127.49,123.83,125.01,122.17,155552400,125.20872,-1.3911786999999975,6.980514300113981,6.349000431937917,74.92375747492636
2020-08-28,126.01,126.44,124.58,124.81,121.97,187630000,125.0665969,-0.14212310000000627,6.850994064563224,6.449399158462978,74.32906313264498
2020-08-31,127.58,131.0,126.0,129.04,126.1,225702700,128.8039557,3.7373587999999955,7.008879987541249,6.561295324278633,78.25948479111047
2020-09-01,132.76,134.8,130.53,134.18,131.13,151948100,133.8586889,5.054733200000015,7.462734998563448,6.741583259135596,81.88829459507402
2020-09-02,137.59,137.98,127.0,131.4,128.41,200119000,131.1108393,-2.747849599999995,7.511507614053059,6.895568130119089,74.63244298227305
2020-09-03,126.91,128.84,120.5,120.88,118.13,257599600,121.0605231,-10.050316200000012,6.62491627161269,6.841437758417809,54.832623905216735
2020-09-04,120.07,123.7,110.89,120.96,118.21,332607200,120.5560023,-0.5045207999999946,5.861177570024211,6.64538572073909,54.93054467166981
2020-09-08,113.95,118.99,112.68,112.82,110.25,231366600,112.9402908,-7.615711500000003,4.546668016699641,6.2256421799312,44.38625070115688
2020-09-09,117.26,119.14,115.26,117.32,114.65,176940500,117.1750577,4.234766899999997,3.823942092964444,5.7453021625378495,50.090041650312806
2020-09-10,120.36,120.5,112.5,113.49,110.91,182274400,113.302384,-3.872673699999993,2.9085990804315713,5.177961546116594,45.78592202911566
2020-09-11,114.57,115.23,110.0,112.0,109.45,180860300,111.7760045,-1.5263795000000044,2.0394431694108732,4.550257870775451,44.194896179067854
2020-09-14,114.72,115.93,112.8,115.36,112.73,140150100,114.9410742,3.1650697000000036,1.603273231495379,3.960860942919437,48.537717933850494
2020-09-15,118.33,118.83,113.61,115.54,112.91,184642000,115.2391557,0.298081499999995,1.257632702000393,3.4202152947356286,48.76773473227133
2020-09-16,115.23,116.0,112.04,112.13,109.58,154679000,112.0404185,-3.1987371999999965,0.7004769287265304,2.876267621533809,44.69233582964001
2020-09-17,109.72,112.2,108.71,110.34,107.83,178011000,110.2240366,-1.816381899999996,0.11318420688829178,2.323650938604706,42.676258378119115
2020-09-18,110.4,110.88,106.09,106.84,104.41,287104900,106.9841707,-3.239865899999998,-0.6274375461973705,1.733433241644291,38.97413926111067
2020-09-21,104.54,110.19,103.1,110.08,107.58,195713800,109.4556865,2.4715157999999917,-0.9420849305670629,1.1983296072020202,43.83168704444097
2020-09-22,112.68,112.86,109.16,111.81,109.27,183055400,111.5957859,2.140099399999997,-1.0398618279442644,0.7506913201727633,46.2900374916438
2020-09-23,111.62,112.11,106.77,107.12,104.68,150718700,107.0705381,-4.5252478000000025,-1.4787484361122267,0.30480336891576526,41.045262362361846
2020-09-24,105.17,110.25,105.0,108.22,105.76,167743300,107.7740668,0.7035287000000068,-1.7180043435245977,-0.09975817357230735,42.68550587704437
2020-09-25,108.43,112.44,107.67,112.28,109.73,149981400,111.7748633,4.000796500000007,-1.562002512083879,-0.3922070412746217,48.39265436692831
2020-09-28,115.01,115.32,112.78,114.96,112.34,137672400,114.7787221,3.003858799999989,-1.2081890827547141,-0.5554034495706403,51.80424519978217
2020-09-29,114.55,115.31,113.57,114.09,111.49,99382200,114.0210547,-0.7576674000000025,-0.9866180018529036,-0.641646360027093,50.634052864334755
2020-09-30,113.79,117.26,113.62,115.81,113.17,142675200,115.5601341,1.5390794000000056,-0.6645709384471701,-0.6462312757111084,52.89928779854676
2020-10-01,117.64,117.72,115.83,116.79,114.13,116120400,116.8764698,1.3163356999999962,-0.32650476696463215,-0.5822859739618131,54.18913013396963
2020-10-02,112.89,115.37,112.22,113.02,110.45,144712000,113.0874368,-3.789032999999989,-0.3586579970912709,-0.5375603785877047,48.667718813853725
2020-10-05,113.91,116.65,113.55,116.5,113.85,106243800,116.3263432,3.2389063999999905,-0.10215516602706032,-0.45047933607557583,53.38889193762903
2020-10-06,115.7,116.12,112.25,113.16,110.59,161498200,113.3022209,-3.024122300000002,-0.16646599449779842,-0.39367666776002036,48.75417631896654
2020-10-07,114.62,115.55,114.13,115.08,112.46,96849000,115.1143192,1.8120983000000024,-0.06179252968713911,-0.3272998401454441,51.367757105508566
2020-10-08,116.25,116.4,114.59,114.97,112.35,83477200,115.0084013,-0.10591789999999435,0.012145854762081854,-0.25941070116393894,51.20662586499438
2020-10-09,115.28,117.0,114.92,116.97,114.31,100506900,116.8228838,1.814482499999997,0.22948053369225363,-0.16163245419270042,54.03010543021982
2020-10-12,120.06,125.18,119.28,124.4,121.57,240226800,123.7067798,6.883896000000007,0.9898483814729531,0.06866371294043028,62.671887814314196
2020-10-13,125.27,125.39,119.65,121.1,118.34,262330500,121.0556351,-2.6511447000000032,1.3110499900592743,0.3171409683641991,57.50154716392474
2020-10-14,121.0,123.03,119.62,121.19,118.43,150712000,121.1237866,0.06815149999999903,1.5549424185521588,0.564701258401791,57.604273480463284
2020-10-15,118.72,121.2,118.15,120.71,117.96,112559200,120.665578,-0.45820860000000607,1.690015490236874,0.7897641047688077,56.81548828492655
2020-10-16,121.28,121.55,118.81,119.02,116.31,115393800,119.2610734,-1.4045045999999957,1.6417677203005496,0.9601648278751561,54.011228441562274
2020-10-19,119.96,120.42,115.66,115.98,113.34,120639300,116.1479009,-3.1131725000000046,1.342750034791436,1.036681869258412,49.29766436223954
2020-10-20,116.2,118.98,115.63,117.51,114.84,124423700,117.3947896,1.2468886999999995,1.2152262067168778,1.0723907367501053,51.58760618251537
2020-10-21,116.67,118.71,116.45,116.87,114.21,89946000,116.8120459,-0.5827436999999946,1.0504115128497347,1.0679948919700313,50.55895576958928
2020-10-22,117.45,118.04,114.59,115.75,113.12,101988000,115.6878135,-1.1242323999999968,0.8199679605281744,1.01838950568166,48.727813510455476
2020-10-23,116.39,116.55,114.28,115.04,112.42,82572600,115.0041346,-0.6836789000000039,0.5734384769653786,0.9293992999384039,47.55205458166048
2020-10-26,114.01,116.55,112.88,115.05,112.43,111850700,114.8367116,-0.16742299999999943,0.374551406060462,0.8184297211628155,47.571242915153555
2020-10-27,115.49,117.28,114.54,116.6,113.95,92276800,116.3898239,1.5531122999999951,0.3381065339148961,0.7223650837132316,50.58876769197765
2020-10-28,115.05,115.43,111.1,111.2,108.67,143937800,111.275031,-5.114792899999998,-0.12506943752583766,0.5528781794654177,41.60474411573875
2020-10-29,112.37,116.93,112.2,115.32,112.7,146129200,114.9015473,3.626516300000006,-0.15787033324120614,0.410728476924093,49.04057406184215
2020-10-30,111.06,111.99,107.72,108.86,106.38,190272600,108.9166464,-5.9849008999999995,-0.6970975839214475,0.18916326475498488,40.362062947520705
2020-11-02,109.11,110.68,107.32,108.77,106.29,122866900,108.7157985,-0.2008478999999994,-1.118804431788618,-0.07243027455373571,40.25518056343592
2020-11-03,109.66,111.49,108.73,110.44,107.93,107624400,110.2421712,1.526372699999996,-1.3032322535445076,-0.3185906703518901,43.257782276327625
2020-11-04,114.14,115.59,112.35,114.95,112.33,138235500,114.6351166,4.392945400000002,-1.0731032563043073,-0.46949318754237357,50.49383197032157
2020-11-05,117.95,119.62,116.87,119.03,116.32,126387100,118.6194138,3.9842972000000003,-0.555103577483024,-0.48661526553050366,55.964792556684436
2020-11-06,118.32,119.2,116.13,118.69,116.19,114457900,118.4757285,-0.14368530000000135,-0.17005991370584184,-0.4233041951655713,55.41520529471453
2020-11-09,120.5,121.99,116.05,116.32,113.87,154515300,116.3030029,-2.172725600000007,-0.05550935190088069,-0.3497452265126332,51.61055779836867
2020-11-10,115.55,117.59,114.13,115.97,113.53,138023400,116.4099881,0.1069852000000111,0.00695059654347574,-0.27840606190141143,51.053100021250756
2020-11-11,117.19,119.63,116.44,119.49,116.97,112295000,119.2794549,2.869466799999998,0.33660496530708883,-0.1554038564597114,56.17947430666731
2020-11-12,119.62,120.53,118.57,119.21,116.7,103162300,119.8381742,0.5587192999999928,0.5687090437935751,-0.010581276409054083,55.6799187837839
2020-11-13,119.44,119.67,117.87,119.26,116.75,81581900,119.132041,-0.7061331999999965,0.7480645577782212,0.14114789042840098,55.755577902269394
2020-11-16,118.92,120.99,118.15,120.3,117.77,91183000,120.4717892,1.3397482000000025,0.9630232703556203,0.30552296641384485,57.3851360208954
2020-11-17,119.55,120.67,118.96,119.39,116.87,74271000,120.4368123,-0.03497690000000375,1.0478709993509625,0.4539925730012684,55.46033195024892
2020-11-18,118.61,119.82,118.0,118.03,115.54,76322100,119.4053846,-1.0314276999999947,0.9939155619615434,0.5619771707933234,52.61968316551277
2020-11-19,117.59,119.06,116.81,118.64,116.14,74113000,119.0203924,-0.38499219999999923,0.9889770789702794,0.6473771524287146,53.76360063618841
2020-11-20,118.64,118.77,117.29,117.34,114.87,73604300,118.2544022,-0.7659902000000045,0.8701337993734626,0.6919284818176642,50.940920165336976
2020-11-23,117.18,117.62,113.75,113.85,111.45,127959300,114.5463215,-3.7080806999999965,0.4887023546822462,0.6512832563905806,44.227651755889084
2020-11-24,113.91,115.85,112.59,115.17,112.74,113874200,115.2348643,0.6885427999999933,0.28958994240642255,0.578944593593749,47.06891336596375
2020-11-25,115.55,116.75,115.17,116.03,113.59,76499200,116.8750429,1.6401785999999987,0.19889400751902997,0.5029344763788052,48.895582696549766
2020-11-27,116.57,117.49,116.22,116.59,114.13,46691300,117.4878981,0.6128551999999985,0.17024170517113646,0.4363959221372714,50.103109740971654
2020-11-30,116.97,120.97,116.81,119.05,116.54,169410200,119.8558431,2.367945000000006,0.3420925599678526,0.4175352497033877,55.11987984643162
2020-12-01,121.01,123.47,120.01,122.72,120.13,127728200,122.3919055,2.5360623999999916,0.7655985851223335,0.48714791678717684,61.36136740437948
2020-12-02,122.02,123.37,120.89,123.08,120.49,89004200,122.7443942,0.3524887000000092,1.1173984785040858,0.6131980291305587,61.92079399111521
2020-12-03,123.52,123.78,122.21,122.94,120.35,78967600,123.1932639,0.44886970000000304,1.3691231986350374,0.7643830630314544,61.54759312221432
2020-12-04,122.6,122.86,121.52,122.25,119.67,78260400,122.7392728,-0.4539911000000103,1.4956981423429312,0.9106460788937498,59.63972862368556
2020-12-07,122.31,124.57,122.25,123.75,121.14,86712000,124.6027778,1.8635050000000035,1.697479672115847,1.0680127975381692,62.370537578586706
2020-12-08,124.37,124.98,123.09,124.38,121.76,82225500,124.5555108,-0.047267000000005055,1.8864825268141203,1.2317067433933595,63.48793486383727
2020-12-09,124.53,125.95,121.0,121.78,119.21,115089200,122.131312,-2.424198799999999,1.8056559026966568,1.346496575254019,56.08590531802433
2020-12-10,120.5,123.87,120.15,123.24,120.64,81312200,123.5225308,1.3912188000000043,1.8382201612633366,1.4448412924558824,58.978174983434435
2020-12-11,122.43,122.76,120.55,122.41,119.83,86939800,122.2334443,-1.2890864999999962,1.7765742651402263,1.5111878869927513,56.692217172900314
2020-12-14,122.6,123.35,121.54,121.78,119.21,79184500,122.847934,0.6144896999999929,1.6577739275493002,1.540505095104061,54.951207198188996
2020-12-15,124.34,127.9,124.13,127.88,125.19,157243700,127.6595853,4.811651300000008,2.0324144160173887,1.6388869592867266,65.8778772121795
2020-12-16,127.41,128.37,126.56,127.81,125.12,98208600,128.0986033,0.43901800000000435,2.297190702811278,1.770547707991637,65.68099915761448
2020-12-17,128.9,129.58,128.04,128.7,125.99,94359800,129.2514162,1.1528128999999865,2.5494548511220216,1.926329136617714,67.03012261908457
2020-12-18,128.96,129.1,126.12,126.66,123.99,192541500,127.043263,-2.208153199999998,2.555309043090574,2.052125117912286,61.10100261732737
2020-12-21,125.02,128.31,123.45,128.23,125.53,121251600,127.3368356,0.2935726000000045,2.656017494996533,2.1729035933291354,63.757973917817196
2020-12-22,131.61,134.41,129.65,131.88,129.1,168904800,131.9677094,4.630873799999989,2.995820213783304,2.337486917419969,69.05067672648853
2020-12-23,132.16,132.43,130.78,130.96,128.2,88223700,131.6442359,-0.3234734999999773,3.1545167004249777,2.500892874020971,66.41780789108842
2020-12-24,131.32,133.46,131.1,131.97,129.19,54930100,133.0133658,1.3691298999999901,3.323472446934261,2.6654087886036293,67.86637696521382
2020-12-28,133.99,137.34,133.51,136.69,133.81,124486200,136.6173261,3.6039603000000113,3.7944950694479758,2.8912260447724987,73.59794234462453
2020-12-29,138.05,138.79,134.34,134.87,132.03,121047300,134.9722757,-1.6450504000000024,3.975102593418015,3.108001354501602,68.52264221222696
2020-12-30,135.58,135.99,133.4,133.72,130.9,96452100,134.3706754,-0.6016003000000012,3.9795660085692646,3.2823142853151346,65.4513185001473
2020-12-31,134.08,134.74,131.72,132.69,129.89,99116600,133.1390713,-1.2316040999999984,3.8555465645017932,3.3969607411524665,62.738925373614876
2021-01-04,133.52,133.61,126.76,129.41,126.68,143301900,127.9477776,-5.191293700000017,3.452790059155461,3.4081266047530656,54.93198550045338
2021-01-05,128.89,131.74,128.43,131.01,128.25,97664900,131.6781163,3.7303387000000043,3.2255273833524143,3.371606760472935,57.69728887077996
2021-01-06,127.72,131.05,126.38,126.6,123.93,155088000,128.7784493,-2.8996669999999938,2.65891956175912,3.2290693207301726,48.80797159884598
2021-01-07,128.36,131.63,127.86,130.92,128.16,109578200,131.2181775,2.4397281999999905,2.529310361801322,3.089117528944403,55.965114840555124
2021-01-08,132.43,132.63,130.23,132.05,129.27,105158200,131.6124691,0.3942916000000025,2.489083092754015,2.969110641706325,57.63365901281014
2021-01-11,129.19,130.17,128.5,128.98,126.26,100384500,130.1602587,-1.4522103999999842,2.1843000974291726,2.8121485328508946,51.88189229417736
2021-01-12,128.5,129.69,126.86,128.8,126.09,91951100,128.9358251,-1.224433600000026,1.906258718215355,2.630970569923787,51.55700586419102
2021-01-13,128.76,131.45,128.49,130.89,128.13,88636800,131.4150182,2.4791931000000034,1.83341993144424,2.4714604422278774,55.07475363062964
2021-01-14,130.8,131.0,128.76,128.91,126.19,90221800,129.6625133,-1.752504899999991,1.597510113530177,2.296670376488337,51.275915987195965
2021-01-15,128.78,130.22,127.0,127.14,124.46,111598500,128.4031042,-1.2594090999999992,1.2532786594547076,2.0879920330816115,48.08303451039824
2021-01-19,127.78,128.71,126.94,127.83,125.14,90757300,128.6550762,0.251971999999995,1.024342008433166,1.8752620281519223,49.40564493690396
2021-01-20,128.66,132.49,128.55,132.03,129.25,104319500,132.1267502,3.4716740000000073,1.1683450082489344,1.7338786241713249,56.64566905918162
2021-01-21,133.8,139.67,133.59,136.87,133.99,120150900,137.3048518,5.178101599999991,1.6539502644208426,1.7178929522212285,63.183851777611096
2021-01-22,136.28,139.85,135.02,139.07,136.14,114459400,138.1751738,0.8703220000000158,2.191060362396911,1.8125264342563652,65.71485423986189
2021-01-25,143.07,145.09,136.54,142.92,139.91,157611700,138.9716966,0.7965227999999911,2.8940262754847197,2.028826402502036,69.64739249373996
2021-01-26,143.6,144.3,141.37,143.16,140.14,98390600,142.6865809,3.7148842999999943,3.430947987727478,2.3092507195471246,69.87932777196531
2021-01-27,143.43,144.3,140.41,142.06,139.07,140843800,141.9027368,-0.7838440999999818,3.724764736775512,2.592353522992802,67.33948561806483
2021-01-28,139.52,141.99,136.7,137.09,134.2,142621100,138.5669423,-3.33579450000002,3.5160483465792254,2.777092487710087,57.22008293263838
2021-01-29,135.83,136.74,130.21,131.96,129.18,177523800,131.92718,-6.639762300000001,2.903224412988635,2.802318872765797,49.0299299142277
2021-02-01,133.75,135.38,130.93,134.14,131.31,106239800,133.7615637,1.8343837000000178,2.563909656893543,2.7546370295913465,52.16341419507324
2021-02-02,135.73,136.31,134.61,134.99,132.15,83305400,136.0493081,2.28774439999998,2.336652686655043,2.6710401610040857,53.36720453986799
2021-02-03,135.76,135.77,133.61,133.94,131.12,89880900,134.5429337,-1.5063743999999986,2.048213149440784,2.546474758691425,51.63850545910364
2021-02-04,136.3,137.4,134.59,137.39,134.5,84183100,136.7365899,2.193656200000021,2.0740999718576347,2.4519998013246673,56.611665194788586
2021-02-05,137.35,137.42,135.86,136.76,134.08,75693800,137.0946983,0.3581083999999919,2.020488793160183,2.365697599691771,55.489518108375776
2021-02-08,136.03,136.96,134.92,136.91,134.23,71297200,137.0118016,-0.08289669999999205,1.967426031580601,2.2860432860695368,55.71459962096605
2021-02-09,136.62,137.88,135.85,136.01,133.34,76774200,137.3862583,0.3744566999999961,1.8316369616070745,2.1951620211770444,53.951735329883135
2021-02-10,136.48,136.99,134.4,135.39,132.74,73046600,135.8212828,-1.5649755000000027,1.6549174684755883,2.0871131106367535,52.714328778182995
2021-02-11,135.9,136.39,133.77,135.13,132.48,64280000,135.2934399,-0.527842899999996,1.4768618260679887,1.9650628537230006,52.173914571269776
2021-02-12,134.35,135.53,133.69,135.37,132.72,60145100,135.8653451,0.5719052000000033,1.3396745070755287,1.8399851843935064,52.65639750395205
2021-02-16,135.49,136.01,132.79,133.19,130.58,80576300,133.8239237,-2.0414214000000186,1.0430214849922663,1.6805924445132585,47.92678706623615
2021-02-17,131.25,132.22,129.47,130.84,128.27,97918500,131.4619395,-2.361984199999995,0.6112503539014824,1.4667240263909034,43.40122743832785
2021-02-18,129.2,130.0,127.41,129.71,127.17,96856700,129.7792151,-1.682724400000012,0.1758598625465595,1.2085511936220346,41.377937686873054
2021-02-19,130.24,130.71,128.8,129.87,127.32,87668800,130.4929645,0.7137494000000117,-0.15449861201980752,0.9359412324936661,41.79171539809619
2021-02-22,128.01,129.72,125.6,126.0,123.53,103916400,127.2413302,-3.2516343000000063,-0.7202837574832301,0.6046962344982869,35.30130162070772
2021-02-23,123.76,126.71,118.39,125.86,123.39,158273000,122.7428231,-4.498507099999998,-1.1665224468636097,0.2504524982259076,35.08899921135688
2021-02-24,124.94,125.56,122.23,125.35,122.89,111039900,124.5348517,1.792028600000009,-1.5435297112287003,-0.10834394366501401,34.28021154273536
2021-02-25,124.68,126.46,120.54,120.99,118.62,148199500,121.8245655,-2.7102861999999988,-2.169121958680222,-0.5204995466680556,28.27911800500827
2021-02-26,122.59,124.85,121.2,121.26,118.88,164560400,122.9985966,1.1740310999999934,-2.6130005347897765,-0.9389997442923999,29.10678103642711
2021-03-01,123.75,127.93,122.79,127.79,125.28,116307900,126.833694,3.835097399999995,-2.410079185191364,-1.2332156324721928,45.49055060988872
2021-03-02,128.41,128.72,125.01,125.12,122.67,102260900,125.3386022,-1.4950917999999973,-2.4366213849625353,-1.4738967829702614,41.288853674446855
2021-03-03,124.81,125.71,121.84,122.06,119.67,112966300,122.7307905,-2.607811699999999,-2.6737513547551828,-1.7138676973272458,37.06365946504087
2021-03-04,121.75,123.6,118.62,120.13,117.77,178155000,120.5873119,-2.1434785999999946,-2.983026956675303,-1.9676995491968574,34.65487079208326
2021-03-05,120.98,121.94,117.57,121.42,119.04,153766600,120.1215021,-0.4658098000000024,-3.088436309100743,-2.1918469011776347,37.57515397690541
2021-03-08,120.93,121.0,116.21,116.36,114.08,154376600,116.7380171,-3.3834850000000074,-3.5394728523502863,-2.4613720914121653,31.608150150063153
2021-03-09,119.03,122.06,118.79,121.09,118.72,129525800,121.733957,4.99593990000001,-3.4751912511657395,-2.6641359233628803,41.03459892083184
2021-03-10,121.69,122.17,119.45,119.98,117.63,111943300,120.3946168,-1.3393402000000094,-3.473771862760003,-2.8260631112423047,39.65335548884238
2021-03-11,122.54,123.21,121.26,121.96,119.57,103026500,122.4260354,2.031418600000009,-3.2751239446328952,-2.915875277920423,43.318477485646014
2021-03-12,120.4,121.17,119.16,121.03,118.66,88105100,120.9576626,-1.4683727999999974,-3.1563527957340654,-2.9639707814831513,42.02734818219945
2021-03-15,121.41,124.0,120.42,123.99,121.56,92403800,123.4289028,2.471240199999997,-2.7912032882408653,-2.9294172828346943,47.40097714446178
2021-03-16,125.7,127.22,124.72,125.57,123.11,115227900,126.1883039,2.759401099999991,-2.3472690212505682,-2.812987630517869,50.06186684050303
2021-03-17,124.05,125.86,122.34,124.76,122.31,111932600,124.5831246,-1.605179299999989,-2.0373231537083143,-2.6578547351559583,48.701658108881894
2021-03-18,122.88,123.18,120.32,120.53,118.17,121229700,121.3071922,-3.275932400000002,-2.1087066118594464,-2.5480251104966563,42.246211178295376
2021-03-19,119.9,121.43,119.68,119.99,117.64,185549500,121.7965532,0.4893610000000024,-2.183679901158939,-2.4751560686291127,41.49013510869449
2021-03-22,120.33,123.87,120.26,123.39,120.97,111912300,123.7928794,1.9963261999999986,-1.9463093454687055,-2.3693867239970317,47.82204364151318
2021-03-23,123.33,124.24,122.14,122.54,120.14,95467100,123.4210504,-0.3718290000000053,-1.8059613677003483,-2.256701652737695,46.46814677861873
2021-03-24,122.82,122.9,120.07,120.09,117.74,88530500,120.6665332,-2.754517199999995,-1.8708629649735826,-2.1795339151848725,42.71441088231383
2021-03-25,119.54,121.66,119.0,120.59,118.23,98844700,121.4214073,0.754874099999995,-1.8605053791907835,-2.115728207986055,43.713719233944374
2021-03-26,120.35,121.48,118.92,121.21,118.83,94071200,121.1294574,-0.29194989999999166,-1.781729431592396,-2.0489284527073233,44.99505294655897
2021-03-29,121.65,122.58,120.73,121.39,119.01,80819200,122.1816285,1.0521710999999954,-1.6853468010627068,-1.9762121223784002,45.38378184146293
2021-03-30,120.11,120.4,118.86,119.9,117.55,85671900,120.3179328,-1.863695700000008,-1.7094875116042658,-1.9228672002235734,42.69403899106368
2021-03-31,121.65,123.52,121.15,122.15,119.76,118323800,123.0999405,2.7820077000000083,-1.5294326550586987,-1.8441802911905987,47.731704731146515
2021-04-01,123.66,124.18,122.49,123.0,120.59,75089100,123.5695523,0.4696117999999956,-1.3031283354853116,-1.7359699000495414,49.53650025498245
2021-04-05,123.87,126.16,123.07,125.9,123.43,88651200,125.623751,2.0541987000000006,-0.8796348847029094,-1.564702896980215,55.21792940477114
2021-04-06,126.5,127.13,125.65,126.21,123.74,80171300,126.7567643,1.1330133000000018,-0.5130843476545692,-1.3543791871150859,55.79091035076177
2021-04-07,125.83,127.92,125.14,127.9,125.39,83466700,127.6997502,0.9429858999999965,-0.08523894856932657,-1.100551139405934,58.87979026819727
2021-04-08,128.95,130.39,128.52,130.36,127.8,88844600,130.530195,2.830444799999995,0.4471782609540753,-0.7910052593339322,62.93898467973158
2021-04-09,129.8,133.04,129.47,133.0,130.39,106686700,132.7561706,2.225975599999998,1.0698164933618415,-0.41884090879477753,66.73419674999042
2021-04-12,132.52,132.85,130.63,131.24,128.67,91420000,131.6200728,-1.1360977999999875,1.405047968970635,-0.05406313324169504,62.16384105336114
2021-04-13,132.44,134.66,131.93,134.43,131.79,91266500,134.5361753,2.916102499999994,1.9061547037755702,0.337980434161758,66.62534287852944
2021-04-14,134.94,135.0,131.66,132.03,129.44,87222800,132.2873393,-2.248835999999983,2.0855841432520776,0.687501175979822,60.815143792495626
2021-04-15,133.82,135.0,133.64,134.5,131.86,89347100,135.4825548,3.195215499999989,2.399432460297774,1.0298874328434124,64.26873074673406
2021-04-16,134.3,134.67,133.28,134.16,131.53,84922400,134.7413943,-0.7411605000000066,2.5908585496036522,1.3420816561954605,63.43987094863628
2021-04-19,133.51,135.47,133.34,134.84,132.2,94264200,135.770739,1.0293446999999958,2.765555815588584,1.6267764880740851,64.42797929592197
2021-04-20,135.02,135.53,131.81,133.11,130.5,94812300,133.0893507,-2.6813882999999805,2.73290488933074,1.8480021683254164,59.98607527699548
2021-04-21,132.36,133.75,131.3,133.5,130.88,68847100,133.7464172,0.6570664999999849,2.707290575147738,2.019859849689881,60.644794043454034
2021-04-22,133.04,134.15,131.41,131.94,129.35,84566500,132.9866035,-0.7598136999999952,2.531925621583895,2.122273004068684,56.62899117849084
2021-04-23,132.16,135.12,132.16,134.32,131.69,78657500,135.1780015,2.1913979999999924,2.5555351238163837,2.2089254280182242,60.88461747257976
2021-04-26,134.83,135.06,133.56,134.72,132.08,66905100,134.9863532,-0.1916482999999971,2.5768185215903827,2.2825040467326563,61.567166854313996
2021-04-27,135.01,135.41,134.11,134.39,131.76,66015800,135.3301167,0.34376349999999434,2.5378033087741017,2.3335638991409455,60.62724241312338
